id,year,round,date,day,hometeam,awayteam,venue,timeslot,homegoals,homebehinds,hometotal,awaygoals,awaybehinds,awaytotal
7752,2021,18,2021-07-18 16:40:00,Sunday,Adelaide,West Coast,Adelaide Oval,T,8,8,56,14,14,98
7751,2021,18,2021-07-17 13:45:00,Saturday,St Kilda,Port Adelaide,Docklands,D,8,13,61,10,14,74
7750,2021,18,2021-07-16 20:05:00,Friday,Richmond,Brisbane Lions,Carrara,N,16,10,106,13,8,86
7749,2021,18,2021-07-18 12:35:00,Sunday,North Melbourne,Essendon,Carrara,D,11,8,74,13,14,92
7748,2021,18,2021-07-17 19:25:00,Saturday,Melbourne,Hawthorn,M.C.G.,N,11,13,79,12,7,79
7747,2021,18,2021-07-18 18:10:00,Sunday,Greater Western Sydney,Sydney,Carrara,N,11,6,72,15,8,98
7746,2021,18,2021-07-17 16:35:00,Saturday,Gold Coast,Western Bulldogs,Carrara,T,11,13,79,14,6,90
7745,2021,18,2021-07-18 15:20:00,Sunday,Collingwood,Carlton,M.C.G.,D,9,8,62,13,13,91
7744,2021,17,2021-07-12 19:40:00,Monday,West Coast,North Melbourne,Perth Stadium,N,8,12,60,10,10,70
7743,2021,17,2021-07-11 16:10:00,Sunday,Richmond,Collingwood,M.C.G.,T,11,5,71,13,9,87
7742,2021,17,2021-07-11 15:20:00,Sunday,Western Bulldogs,Sydney,Docklands,D,8,12,60,11,13,79
7741,2021,17,2021-07-11 12:40:00,Sunday,Greater Western Sydney,Gold Coast,Eureka Stadium,D,9,10,64,10,5,65
7740,2021,17,2021-07-10 19:25:00,Saturday,Brisbane Lions,St Kilda,Carrara,N,8,15,63,14,11,95
7739,2021,17,2021-07-10 16:35:00,Saturday,Carlton,Geelong,M.C.G.,T,5,14,44,10,10,70
7738,2021,17,2021-07-10 13:45:00,Saturday,Hawthorn,Fremantle,York Park,D,6,10,46,16,12,108
7737,2021,17,2021-07-09 19:50:00,Friday,Essendon,Adelaide,Docklands,N,11,18,84,2,9,21
7736,2021,17,2021-07-08 19:40:00,Thursday,Port Adelaide,Melbourne,Adelaide Oval,N,8,7,55,12,14,86
7735,2021,16,2021-07-03 19:40:00,Saturday,Fremantle,Carlton,M.C.G.,N,8,16,64,12,8,80
7734,2021,16,2021-07-03 16:35:00,Saturday,Adelaide,Brisbane Lions,Adelaide Oval,T,8,11,59,17,9,111
7733,2021,16,2021-07-04 16:40:00,Sunday,Western Bulldogs,North Melbourne,Docklands,T,16,12,108,11,13,79
7732,2021,16,2021-07-04 13:10:00,Sunday,Sydney,West Coast,Kardinia Park,D,18,10,118,3,8,26
7731,2021,16,2021-07-03 13:45:00,Saturday,Melbourne,Greater Western Sydney,M.C.G.,D,7,13,55,9,10,64
7730,2021,16,2021-07-03 19:40:00,Saturday,Hawthorn,Port Adelaide,Docklands,N,7,11,53,13,9,87
7729,2021,16,2021-07-01 19:20:00,Thursday,Gold Coast,Richmond,Docklands,N,10,17,77,10,7,67
7728,2021,16,2021-07-02 19:50:00,Friday,Geelong,Essendon,Kardinia Park,N,15,8,98,8,9,57
7727,2021,16,2021-07-04 15:20:00,Sunday,Collingwood,St Kilda,M.C.G.,D,8,13,61,10,10,70
7726,2021,15,2021-06-27 16:10:00,Sunday,Carlton,Adelaide,Docklands,T,12,11,83,10,13,73
7725,2021,15,2021-06-27 15:20:00,Sunday,West Coast,Western Bulldogs,Perth Stadium,D,6,7,43,13,20,98
7724,2021,15,2021-06-27 13:10:00,Sunday,Greater Western Sydney,Hawthorn,M.C.G.,D,11,6,72,13,12,90
7723,2021,15,2021-06-26 16:35:00,Saturday,Port Adelaide,Sydney,Adelaide Oval,T,12,9,81,10,11,71
7722,2021,15,2021-06-26 19:25:00,Saturday,Essendon,Melbourne,M.C.G.,N,8,9,57,9,14,68
7721,2021,15,2021-06-26 13:45:00,Saturday,Collingwood,Fremantle,Docklands,D,12,7,79,14,7,91
7720,2021,15,2021-06-26 13:45:00,Saturday,North Melbourne,Gold Coast,Bellerive Oval,D,9,18,72,9,9,63
7719,2021,15,2021-06-25 19:50:00,Friday,Richmond,St Kilda,M.C.G.,N,2,10,22,9,8,62
7718,2021,15,2021-06-24 19:30:00,Thursday,Brisbane Lions,Geelong,Gabba,N,13,16,94,7,8,50
7717,2021,14,2021-06-20 15:20:00,Sunday,Hawthorn,Essendon,York Park,D,10,13,73,13,8,86
7716,2021,14,2021-06-19 19:25:00,Saturday,Greater Western Sydney,Carlton,Sydney Showground,N,16,6,102,9,12,66
7715,2021,14,2021-06-19 16:35:00,Saturday,North Melbourne,Brisbane Lions,Bellerive Oval,T,6,9,45,9,14,68
7714,2021,14,2021-06-19 13:45:00,Saturday,Gold Coast,Port Adelaide,Carrara,D,4,7,31,12,9,81
7713,2021,14,2021-06-18 19:50:00,Friday,Geelong,Western Bulldogs,Kardinia Park,N,12,11,83,11,12,78
7712,2021,13,2021-06-13 19:20:00,Sunday,West Coast,Richmond,Perth Stadium,N,13,7,85,12,9,81
7711,2021,13,2021-06-14 15:20:00,Monday,Melbourne,Collingwood,S.C.G.,D,9,9,63,11,14,80
7710,2021,13,2021-06-13 15:20:00,Sunday,North Melbourne,Greater Western Sydney,Bellerive Oval,D,14,10,94,14,10,94
7709,2021,13,2021-06-12 19:25:00,Saturday,St Kilda,Adelaide,Cazaly's Stadium,N,8,12,60,9,12,66
7708,2021,13,2021-06-12 16:15:00,Saturday,Fremantle,Gold Coast,Perth Stadium,D,11,10,76,6,13,49
7707,2021,13,2021-06-11 19:50:00,Friday,Sydney,Hawthorn,S.C.G.,N,7,9,51,14,5,89
7706,2021,13,2021-06-10 19:40:00,Thursday,Port Adelaide,Geelong,Adelaide Oval,N,14,7,91,17,10,112
7705,2021,12,2021-06-06 18:40:00,Sunday,Fremantle,Western Bulldogs,Perth Stadium,N,9,11,65,13,15,93
7704,2021,12,2021-06-06 15:20:00,Sunday,Carlton,West Coast,S.C.G.,D,10,13,73,14,11,95
7703,2021,12,2021-06-05 19:40:00,Saturday,Essendon,Richmond,Perth Stadium,T,12,12,84,19,9,123
7702,2021,12,2021-06-05 16:35:00,Saturday,Adelaide,Collingwood,Adelaide Oval,D,10,13,73,12,6,78
7701,2021,12,2021-06-05 13:45:00,Saturday,Sydney,St Kilda,S.C.G.,D,13,14,92,12,11,83
7700,2021,12,2021-06-04 19:50:00,Friday,Melbourne,Brisbane Lions,Sydney Showground,N,14,13,97,11,9,75
7699,2021,11,2021-05-30 17:20:00,Sunday,Port Adelaide,Fremantle,Adelaide Oval,D,18,7,115,9,15,69
7698,2021,11,2021-05-30 15:20:00,Sunday,Sydney,Carlton,S.C.G.,D,15,10,100,11,12,78
7697,2021,11,2021-05-30 14:10:00,Sunday,Richmond,Adelaide,Sydney Showground,D,17,9,111,12,11,83
7696,2021,11,2021-05-29 19:40:00,Saturday,West Coast,Essendon,Perth Stadium,N,11,5,71,12,15,87
7695,2021,11,2021-05-29 19:40:00,Saturday,Gold Coast,Hawthorn,S.C.G.,N,17,11,113,11,10,76
7694,2021,11,2021-05-29 16:35:00,Saturday,St Kilda,North Melbourne,Docklands,T,12,16,88,10,8,68
7693,2021,11,2021-05-29 14:10:00,Saturday,Brisbane Lions,Greater Western Sydney,Gabba,D,19,15,129,10,5,65
7692,2021,11,2021-05-29 13:45:00,Saturday,Collingwood,Geelong,M.C.G.,N,6,15,51,8,13,61
7691,2021,11,2021-05-28 19:50:00,Friday,Western Bulldogs,Melbourne,Docklands,N,8,11,59,13,9,87
7690,2021,10,2021-05-23 16:40:00,Sunday,Essendon,North Melbourne,Docklands,T,22,9,141,10,9,69
7689,2021,10,2021-05-23 15:20:00,Sunday,Collingwood,Port Adelaide,M.C.G.,D,8,10,58,8,11,59
7688,2021,10,2021-05-23 13:10:00,Sunday,Greater Western Sydney,West Coast,Sydney Showground,D,13,15,93,11,11,77
7687,2021,10,2021-05-22 19:40:00,Saturday,Fremantle,Sydney,Perth Stadium,T,12,14,86,13,6,84
7686,2021,10,2021-05-22 19:25:00,Saturday,Western Bulldogs,St Kilda,Docklands,N,21,18,144,5,3,33
7685,2021,10,2021-05-22 16:35:00,Saturday,Adelaide,Melbourne,Adelaide Oval,T,15,6,96,14,11,95
7684,2021,10,2021-05-22 14:10:00,Saturday,Geelong,Gold Coast,Kardinia Park,D,14,7,91,8,9,57
7683,2021,10,2021-05-22 13:45:00,Saturday,Carlton,Hawthorn,M.C.G.,N,13,8,86,9,9,63
7682,2021,10,2021-05-21 19:50:00,Friday,Brisbane Lions,Richmond,Gabba,N,15,12,102,11,8,74
7681,2021,9,2021-05-16 16:40:00,Sunday,West Coast,Adelaide,Perth Stadium,D,16,10,106,11,10,76
7680,2021,9,2021-05-16 15:20:00,Sunday,Melbourne,Carlton,M.C.G.,T,13,16,94,10,8,68
7679,2021,9,2021-05-16 13:10:00,Sunday,Essendon,Fremantle,Docklands,D,10,8,68,8,13,61
7678,2021,9,2021-05-15 19:40:00,Saturday,Port Adelaide,Western Bulldogs,Adelaide Oval,N,12,5,77,15,6,96
7677,2021,9,2021-05-15 19:25:00,Saturday,Richmond,Greater Western Sydney,Docklands,N,13,9,87,12,11,83
7676,2021,9,2021-05-15 16:35:00,Saturday,Gold Coast,Brisbane Lions,Carrara,T,7,9,51,19,10,124
7675,2021,9,2021-05-15 14:10:00,Saturday,Hawthorn,North Melbourne,York Park,D,12,8,80,13,9,87
7674,2021,9,2021-05-15 13:45:00,Saturday,Sydney,Collingwood,S.C.G.,D,10,12,72,5,12,42
7673,2021,9,2021-05-14 19:50:00,Friday,St Kilda,Geelong,Docklands,N,5,17,47,10,8,68
7672,2021,8,2021-05-09 16:40:00,Sunday,Brisbane Lions,Fremantle,Gabba,T,14,11,95,10,11,71
7671,2021,8,2021-05-09 15:20:00,Sunday,Western Bulldogs,Carlton,Docklands,D,16,11,107,13,13,91
7670,2021,8,2021-05-09 13:10:00,Sunday,Hawthorn,West Coast,M.C.G.,D,8,12,60,14,14,98
7669,2021,8,2021-05-08 19:40:00,Saturday,Port Adelaide,Adelaide,Adelaide Oval,N,12,15,87,5,8,38
7668,2021,8,2021-05-08 19:25:00,Saturday,Melbourne,Sydney,M.C.G.,N,10,7,67,8,10,58
7667,2021,8,2021-05-08 16:35:00,Saturday,North Melbourne,Collingwood,Docklands,T,11,10,76,14,10,94
7666,2021,8,2021-05-08 13:45:00,Saturday,Gold Coast,St Kilda,Carrara,D,7,12,54,8,15,63
7665,2021,8,2021-05-08 14:10:00,Saturday,Greater Western Sydney,Essendon,Sydney Showground,D,16,11,107,16,9,105
7664,2021,8,2021-05-07 19:50:00,Friday,Richmond,Geelong,M.C.G.,N,9,9,63,19,12,126
7663,2021,7,2021-05-02 16:40:00,Sunday,West Coast,Fremantle,Perth Stadium,D,20,12,132,11,7,73
7662,2021,7,2021-05-02 15:20:00,Sunday,Essendon,Carlton,M.C.G.,D,16,11,107,19,9,123
7661,2021,7,2021-05-02 13:10:00,Sunday,North Melbourne,Melbourne,Bellerive Oval,D,11,7,73,16,7,103
7660,2021,7,2021-05-01 19:25:00,Saturday,Sydney,Geelong,S.C.G.,N,14,6,90,12,16,88
7659,2021,7,2021-05-01 19:25:00,Saturday,Brisbane Lions,Port Adelaide,Gabba,N,13,15,93,5,14,44
7658,2021,7,2021-05-01 16:35:00,Saturday,St Kilda,Hawthorn,Docklands,T,19,14,128,9,5,59
7657,2021,7,2021-05-01 14:10:00,Saturday,Adelaide,Greater Western Sydney,Adelaide Oval,D,4,15,39,15,16,106
7656,2021,7,2021-05-01 13:45:00,Saturday,Collingwood,Gold Coast,M.C.G.,D,7,13,55,12,7,79
7655,2021,7,2021-04-30 19:50:00,Friday,Richmond,Western Bulldogs,M.C.G.,N,11,11,77,7,13,55
7654,2021,6,2021-04-25 18:40:00,Sunday,Port Adelaide,St Kilda,Adelaide Oval,N,14,9,93,5,9,39
7653,2021,6,2021-04-25 15:20:00,Sunday,Collingwood,Essendon,M.C.G.,D,13,7,85,16,13,109
7652,2021,6,2021-04-25 12:30:00,Sunday,Hawthorn,Adelaide,York Park,D,15,12,102,16,3,99
7651,2021,6,2021-04-24 20:15:00,Saturday,Fremantle,North Melbourne,Perth Stadium,N,14,15,99,6,12,48
7650,2021,6,2021-04-24 19:25:00,Saturday,Melbourne,Richmond,M.C.G.,N,12,10,82,6,12,48
7649,2021,6,2021-04-24 16:35:00,Saturday,Carlton,Brisbane Lions,Docklands,T,12,13,85,15,13,103
7648,2021,6,2021-04-24 13:45:00,Saturday,Gold Coast,Sydney,Carrara,D,15,10,100,9,6,60
7647,2021,6,2021-04-24 13:45:00,Saturday,Geelong,West Coast,Kardinia Park,D,21,10,136,5,9,39
7646,2021,6,2021-04-23 19:50:00,Friday,Greater Western Sydney,Western Bulldogs,Manuka Oval,N,9,11,65,15,14,104
7645,2021,5,2021-04-18 16:40:00,Sunday,Geelong,North Melbourne,Kardinia Park,T,10,17,77,7,5,47
7644,2021,5,2021-04-18 15:20:00,Sunday,Hawthorn,Melbourne,M.C.G.,D,8,6,54,15,14,104
7643,2021,5,2021-04-18 13:10:00,Sunday,Adelaide,Fremantle,Adelaide Oval,D,11,6,72,12,12,84
7642,2021,5,2021-04-17 19:25:00,Saturday,Brisbane Lions,Essendon,Gabba,N,15,12,102,6,9,45
7641,2021,5,2021-04-17 19:25:00,Saturday,Carlton,Port Adelaide,M.C.G.,N,9,14,68,15,6,96
7640,2021,5,2021-04-17 16:35:00,Saturday,Sydney,Greater Western Sydney,S.C.G.,T,10,9,69,9,17,71
7639,2021,5,2021-04-17 16:35:00,Saturday,Western Bulldogs,Gold Coast,Docklands,T,17,16,118,8,8,56
7638,2021,5,2021-04-16 20:10:00,Friday,West Coast,Collingwood,Perth Stadium,N,16,7,103,11,10,76
7637,2021,5,2021-04-15 19:20:00,Thursday,St Kilda,Richmond,Docklands,N,7,6,48,20,14,134
7636,2021,4,2021-04-11 16:40:00,Sunday,Fremantle,Hawthorn,Perth Stadium,T,13,18,96,12,9,81
7635,2021,4,2021-04-11 15:20:00,Sunday,Melbourne,Geelong,M.C.G.,D,12,13,85,9,6,60
7634,2021,4,2021-04-11 13:10:00,Sunday,North Melbourne,Adelaide,Docklands,D,10,8,68,16,13,109
7633,2021,4,2021-04-10 19:25:00,Saturday,Collingwood,Greater Western Sydney,M.C.G.,N,9,6,60,14,6,90
7632,2021,4,2021-04-10 19:25:00,Saturday,Gold Coast,Carlton,Carrara,N,8,11,59,9,16,70
7631,2021,4,2021-04-10 16:35:00,Saturday,St Kilda,West Coast,Docklands,T,15,12,102,13,4,82
7630,2021,4,2021-04-10 13:35:00,Saturday,Western Bulldogs,Brisbane Lions,Eureka Stadium,D,10,13,73,8,6,54
7629,2021,4,2021-04-09 19:50:00,Friday,Port Adelaide,Richmond,Adelaide Oval,N,11,13,79,11,11,77
7628,2021,4,2021-04-08 19:20:00,Thursday,Sydney,Essendon,S.C.G.,N,11,17,83,12,8,80
7627,2021,3,2021-04-05 15:20:00,Monday,Geelong,Hawthorn,M.C.G.,D,10,9,69,9,10,64
7626,2021,3,2021-04-04 18:10:00,Sunday,Greater Western Sydney,Melbourne,Manuka Oval,N,11,2,68,15,12,102
7625,2021,3,2021-04-04 15:20:00,Sunday,Carlton,Fremantle,Docklands,D,16,13,109,9,10,64
7624,2021,3,2021-04-03 20:10:00,Saturday,West Coast,Port Adelaide,Perth Stadium,N,16,12,108,11,5,71
7623,2021,3,2021-04-03 16:35:00,Saturday,Essendon,St Kilda,Docklands,T,22,11,143,9,14,68
7622,2021,3,2021-04-03 13:45:00,Saturday,Richmond,Sydney,M.C.G.,D,10,12,72,17,15,117
7621,2021,3,2021-04-02 19:50:00,Friday,Adelaide,Gold Coast,Adelaide Oval,N,14,11,95,12,13,85
7620,2021,3,2021-04-02 16:20:00,Friday,North Melbourne,Western Bulldogs,Docklands,T,5,9,39,25,17,167
7619,2021,3,2021-04-01 19:40:00,Thursday,Collingwood,Brisbane Lions,Docklands,N,11,6,72,11,7,73
7618,2021,2,2021-03-28 18:10:00,Sunday,Fremantle,Greater Western Sydney,Perth Stadium,T,11,21,87,7,14,56
7617,2021,2,2021-03-28 15:20:00,Sunday,Western Bulldogs,West Coast,Docklands,D,14,16,100,14,9,93
7616,2021,2,2021-03-28 13:10:00,Sunday,Hawthorn,Richmond,M.C.G.,D,7,7,49,11,12,78
7615,2021,2,2021-03-27 20:10:00,Saturday,Gold Coast,North Melbourne,Carrara,N,14,14,98,5,9,39
7614,2021,2,2021-03-27 19:30:00,Saturday,St Kilda,Melbourne,Docklands,N,11,7,73,12,19,91
7613,2021,2,2021-03-27 16:35:00,Saturday,Port Adelaide,Essendon,Adelaide Oval,T,18,11,119,9,11,65
7612,2021,2,2021-03-27 13:45:00,Saturday,Sydney,Adelaide,S.C.G.,D,18,13,121,11,22,88
7611,2021,2,2021-03-26 19:50:00,Friday,Geelong,Brisbane Lions,Kardinia Park,N,12,9,81,11,14,80
7610,2021,2,2021-03-25 19:20:00,Thursday,Carlton,Collingwood,M.C.G.,N,13,7,85,16,10,106
7609,2021,1,2021-03-21 18:10:00,Sunday,West Coast,Gold Coast,Perth Stadium,T,12,11,83,8,10,58
7608,2021,1,2021-03-21 15:20:00,Sunday,Greater Western Sydney,St Kilda,Sydney Showground,D,11,12,78,13,8,86
7607,2021,1,2021-03-21 13:10:00,Sunday,North Melbourne,Port Adelaide,Docklands,D,9,11,65,17,15,117
7606,2021,1,2021-03-20 19:45:00,Saturday,Brisbane Lions,Sydney,Gabba,N,14,10,94,19,11,125
7605,2021,1,2021-03-20 19:25:00,Saturday,Essendon,Hawthorn,Docklands,N,13,13,91,14,8,92
7604,2021,1,2021-03-20 16:35:00,Saturday,Adelaide,Geelong,Adelaide Oval,T,15,13,103,13,13,91
7603,2021,1,2021-03-20 13:45:00,Saturday,Melbourne,Fremantle,M.C.G.,D,11,14,80,8,10,58
7602,2021,1,2021-03-19 19:50:00,Friday,Collingwood,Western Bulldogs,M.C.G.,N,7,11,53,10,9,69
7601,2021,1,2021-03-18 19:25:00,Thursday,Richmond,Carlton,M.C.G.,N,15,15,105,11,14,80
7463,2020,GF,2020-10-24 19:30:00,Saturday,Richmond,Geelong,Gabba,N,12,9,81,7,8,50
7462,2020,PF,2020-10-17 19:40:00,Saturday,Brisbane Lions,Geelong,Gabba,N,6,6,42,11,16,82
7461,2020,PF,2020-10-16 19:50:00,Friday,Port Adelaide,Richmond,Adelaide Oval,N,6,4,40,6,10,46
7460,2020,SF,2020-10-10 19:40:00,Saturday,Geelong,Collingwood,Gabba,N,15,10,100,5,2,32
7459,2020,SF,2020-10-09 19:50:00,Friday,Richmond,St Kilda,Carrara,N,12,8,80,6,13,49
7458,2020,EF,2020-10-03 20:10:00,Saturday,West Coast,Collingwood,Perth Stadium,N,11,9,75,12,4,76
7457,2020,EF,2020-10-03 16:40:00,Saturday,St Kilda,Western Bulldogs,Gabba,T,10,7,67,9,10,64
7456,2020,QF,2020-10-02 19:50:00,Friday,Brisbane Lions,Richmond,Gabba,N,10,9,69,8,6,54
7455,2020,QF,2020-10-01 19:40:00,Thursday,Port Adelaide,Geelong,Adelaide Oval,N,9,4,58,5,12,42
7454,2020,18,2020-09-21 19:15:00,Monday,Collingwood,Port Adelaide,Gabba,N,7,3,45,9,7,61
7453,2020,18,2020-09-20 18:10:00,Sunday,Fremantle,Western Bulldogs,Cazaly's Stadium,N,6,8,44,11,8,74
7452,2020,18,2020-09-20 15:35:00,Sunday,Sydney,Geelong,Carrara,D,9,9,63,10,9,69
7451,2020,18,2020-09-20 13:05:00,Sunday,Hawthorn,Gold Coast,Adelaide Oval,D,17,6,108,8,9,57
7450,2020,18,2020-09-19 19:40:00,Saturday,Brisbane Lions,Carlton,Gabba,N,11,12,78,10,1,61
7449,2020,18,2020-09-19 17:10:00,Saturday,Adelaide,Richmond,Adelaide Oval,T,4,9,33,12,5,77
7448,2020,18,2020-09-19 14:10:00,Saturday,Essendon,Melbourne,Carrara,D,7,7,49,10,8,68
7447,2020,18,2020-09-18 19:50:00,Friday,St Kilda,Greater Western Sydney,Gabba,N,12,10,82,3,12,30
7446,2020,18,2020-09-17 19:10:00,Thursday,North Melbourne,West Coast,Carrara,N,4,10,34,7,7,49
7445,2020,17,2020-09-14 19:10:00,Monday,Collingwood,Gold Coast,Gabba,N,10,8,68,6,10,46
7444,2020,17,2020-09-13 18:10:00,Sunday,Sydney,Brisbane Lions,Cazaly's Stadium,D,6,5,41,11,7,73
7443,2020,17,2020-09-13 15:35:00,Sunday,Hawthorn,Western Bulldogs,Adelaide Oval,D,6,4,40,11,10,76
7442,2020,17,2020-09-13 13:05:00,Sunday,Carlton,Adelaide,Carrara,D,8,8,56,10,12,72
7441,2020,17,2020-09-12 19:40:00,Saturday,Greater Western Sydney,Melbourne,Gabba,N,11,8,74,12,7,79
7440,2020,17,2020-09-12 17:05:00,Saturday,Port Adelaide,Essendon,Adelaide Oval,N,11,13,79,4,5,29
7439,2020,17,2020-09-12 14:10:00,Saturday,North Melbourne,Fremantle,Carrara,T,5,5,35,15,9,99
7438,2020,17,2020-09-11 19:50:00,Friday,Geelong,Richmond,Carrara,D,4,7,31,7,15,57
7437,2020,17,2020-09-10 19:10:00,Thursday,St Kilda,West Coast,Gabba,D,6,14,50,9,11,65
7436,2020,16,2020-09-09 19:10:00,Wednesday,Brisbane Lions,Gold Coast,Gabba,N,13,10,88,6,7,43
7435,2020,16,2020-09-08 20:10:00,Tuesday,Carlton,Sydney,Carrara,D,8,9,57,8,4,52
7434,2020,16,2020-09-08 17:40:00,Tuesday,Adelaide,Greater Western Sydney,Adelaide Oval,D,8,11,59,7,5,47
7433,2020,16,2020-09-07 19:10:00,Monday,Melbourne,Fremantle,Cazaly's Stadium,D,4,9,33,6,11,47
7432,2020,16,2020-09-06 18:10:00,Sunday,Western Bulldogs,West Coast,Carrara,N,6,13,49,7,5,47
7431,2020,16,2020-09-06 15:35:00,Sunday,Geelong,Essendon,Gabba,N,17,6,108,5,12,42
7430,2020,16,2020-09-06 13:05:00,Sunday,St Kilda,Hawthorn,Carrara,T,11,14,80,9,12,66
7429,2020,16,2020-09-05 19:40:00,Saturday,North Melbourne,Port Adelaide,Carrara,D,6,6,42,11,12,78
7428,2020,15,2020-09-04 19:50:00,Friday,Brisbane Lions,Collingwood,Gabba,N,6,6,42,5,4,34
7427,2020,15,2020-09-03 19:10:00,Thursday,Greater Western Sydney,Carlton,Carrara,N,6,12,48,5,9,39
7426,2020,15,2020-09-03 16:40:00,Thursday,Sydney,Melbourne,Cazaly's Stadium,T,10,7,67,6,10,46
7425,2020,15,2020-09-02 19:10:00,Wednesday,Richmond,Fremantle,Carrara,D,8,8,56,4,5,29
7424,2020,15,2020-09-01 20:10:00,Tuesday,West Coast,Essendon,Gabba,D,9,6,60,6,9,45
7423,2020,15,2020-09-01 17:40:00,Tuesday,Hawthorn,Adelaide,Adelaide Oval,N,7,6,48,12,11,83
7422,2020,14,2020-08-30 18:10:00,Sunday,Gold Coast,North Melbourne,Carrara,N,12,19,91,4,4,28
7421,2020,14,2020-08-30 15:35:00,Sunday,Carlton,Collingwood,Gabba,T,7,6,48,10,12,72
7420,2020,14,2020-08-29 19:40:00,Saturday,Melbourne,St Kilda,Traeger Park,D,8,4,52,7,7,49
7419,2020,14,2020-08-29 16:35:00,Saturday,Fremantle,Greater Western Sydney,Perth Stadium,N,8,5,53,14,7,91
7418,2020,14,2020-08-29 13:45:00,Saturday,Port Adelaide,Sydney,Adelaide Oval,N,11,7,73,7,5,47
7417,2020,14,2020-08-28 19:50:00,Friday,Western Bulldogs,Geelong,Carrara,N,9,7,61,10,12,72
7416,2020,14,2020-08-27 19:10:00,Thursday,Richmond,West Coast,Carrara,N,14,4,88,9,7,61
7415,2020,14,2020-08-27 16:40:00,Thursday,Hawthorn,Essendon,Adelaide Oval,D,10,11,71,13,9,87
7414,2020,13,2020-08-24 19:10:00,Monday,Collingwood,North Melbourne,Gabba,N,10,5,65,5,5,35
7413,2020,13,2020-08-23 18:10:00,Sunday,West Coast,Greater Western Sydney,Perth Stadium,T,9,7,61,7,7,49
7412,2020,13,2020-08-23 15:35:00,Sunday,Brisbane Lions,St Kilda,Gabba,D,6,14,50,7,6,48
7411,2020,13,2020-08-23 13:05:00,Sunday,Adelaide,Geelong,Adelaide Oval,D,5,7,37,9,11,65
7410,2020,13,2020-08-22 20:10:00,Saturday,Fremantle,Sydney,Perth Stadium,N,7,8,50,2,7,19
7409,2020,13,2020-08-22 19:45:00,Saturday,Essendon,Richmond,Marrara Oval,N,10,1,61,10,13,73
7408,2020,13,2020-08-22 16:35:00,Saturday,Port Adelaide,Hawthorn,Adelaide Oval,T,9,14,68,9,4,58
7407,2020,13,2020-08-22 13:45:00,Saturday,Western Bulldogs,Melbourne,Carrara,N,12,8,80,7,10,52
7406,2020,13,2020-08-21 19:50:00,Friday,Gold Coast,Carlton,Marrara Oval,N,4,3,27,7,18,60
7405,2020,12,2020-08-17 19:10:00,Monday,Richmond,Gold Coast,Gabba,N,8,5,53,4,8,32
7404,2020,12,2020-08-16 18:10:00,Sunday,West Coast,Hawthorn,Perth Stadium,T,12,9,81,7,7,49
7403,2020,12,2020-08-16 15:35:00,Sunday,St Kilda,Essendon,Gabba,T,10,8,68,5,3,33
7402,2020,12,2020-08-16 13:05:00,Sunday,Western Bulldogs,Adelaide,Carrara,D,16,15,111,8,6,54
7401,2020,12,2020-08-15 20:10:00,Saturday,Fremantle,Carlton,Perth Stadium,N,5,6,36,5,10,40
7400,2020,12,2020-08-15 17:10:00,Saturday,Melbourne,Collingwood,Gabba,T,16,4,100,6,8,44
7399,2020,12,2020-08-15 14:35:00,Saturday,North Melbourne,Brisbane Lions,Carrara,D,8,4,52,7,11,53
7398,2020,12,2020-08-14 19:50:00,Friday,Geelong,Port Adelaide,Gabba,N,14,7,91,4,7,31
7397,2020,12,2020-08-13 20:10:00,Thursday,Sydney,Greater Western Sydney,Perth Stadium,N,10,6,66,3,7,25
7396,2020,11,2020-08-12 19:10:00,Wednesday,Gold Coast,Essendon,Carrara,N,11,7,73,11,7,73
7395,2020,11,2020-08-11 18:35:00,Tuesday,Adelaide,Collingwood,Adelaide Oval,N,5,8,38,10,2,62
7394,2020,11,2020-08-10 20:40:00,Monday,Fremantle,Hawthorn,Perth Stadium,N,7,6,48,4,8,32
7393,2020,11,2020-08-10 18:10:00,Monday,St Kilda,Geelong,Gabba,N,4,10,34,14,9,93
7392,2020,11,2020-08-09 18:10:00,Sunday,Melbourne,North Melbourne,Adelaide Oval,N,13,14,92,5,5,35
7391,2020,11,2020-08-09 15:35:00,Sunday,West Coast,Carlton,Perth Stadium,D,11,6,72,7,8,50
7390,2020,11,2020-08-08 19:40:00,Saturday,Brisbane Lions,Western Bulldogs,Gabba,N,14,12,96,11,6,72
7389,2020,11,2020-08-08 16:35:00,Saturday,Port Adelaide,Richmond,Adelaide Oval,T,13,15,93,11,6,72
7388,2020,10,2020-08-07 19:50:00,Friday,Essendon,Greater Western Sydney,Carrara,N,8,7,55,8,11,59
7387,2020,10,2020-08-06 20:10:00,Thursday,Gold Coast,St Kilda,Carrara,N,11,8,74,12,6,78
7386,2020,10,2020-08-06 17:40:00,Thursday,Collingwood,Sydney,Gabba,N,6,14,50,6,5,41
7385,2020,10,2020-08-05 20:10:00,Wednesday,Adelaide,Melbourne,Adelaide Oval,N,5,7,37,13,10,88
7384,2020,10,2020-08-05 17:40:00,Wednesday,Geelong,North Melbourne,Gabba,N,13,12,90,9,3,57
7383,2020,10,2020-08-04 19:10:00,Tuesday,Richmond,Brisbane Lions,Carrara,N,12,10,82,4,17,41
